AFCODI,CVCVEN,CVCPRO,CVDPRO,CVPVEN,CVPPUB,CVSCO1,CVSCO2,CVDVAL,AFFPRZ,AFAIVA,AFDVA1,AFPEU1,CVCPAG
041044076,JJ,0274603,BYSABEL*20CPR ORODISP 20MG,0,0,"36,5",0,205012310,,10,20250217,00011200,
041044114,JJ,0274604,BYSABEL*COLLIRIO FL 6MG/ML 5ML,0,0,"35,5",0,205012310,,10,20250217,00016500,
041045129,JJ,0274608,ROBILAS*20CPR ORODISP 20MG,0,0,34,0,205012310,,10,20250217,00011200,
041045168,JJ,0274658,ROBILAS*COLLIRIO FL 6MG/ML 5ML,0,0,34,0,205012310,,10,20250217,00016500,
040854123,JJ,0274659,AYRINAL*20CPR ORODISP 20MG,0,0,"36,5",0,205012310,,10,20250217,00011200,
040854162,JJ,0274660,AYRINAL*COLLIRIO FL 6MG/ML 5ML,0,0,34,0,205012310,,10,20250217,00016500,
047789019,JJ,0279103,DOTECINE*12CPR 200MG RM,0,0,"33,35",0,205012310,,10,20230722,00008320,
023598030,JJ,1000235,RILATEN*IM IV 6 F 20 MG 2 ML,0,0,34,0,205012310,,10,20250102,00007830,
016805032,JJ,1000271,SERENASE* 20 CPR 1 MG,0,0,34,0,205012310,,10,20250201,00003900,
016805095,JJ,1000831,"SERENASE*OS GTT 15 ML 0,2%",0,0,34,0,205012310,,10,20250201,00004000,
020883094,JJ,1005520,"MENADERM*CREMA 0,025% 30G",0,0,38,0,205012310,,10,20250102,00007100,
023418039,JJ,1005620,SPASMOMEN 40*CONFETTI,0,0,34,0,205012310,,10,20250102,00012900,
024829020,JJ,1005670,ZETAMICIN* 50 IM IV 1 F 1 ML  **,0,0,"33,35",0,205012310,,10,20020616,00002270,
024829032,JJ,1005680,ZETAMICIN*100 IM IV 1 F 1 ML  **,0,0,"33,35",0,205012310,,10,20020616,00003930,
025623024,JJ,1006191,MONOCINQUE RETARD*30CPS 50MG,0,0,"38,5",0,205012310,,10,20110101,00008230,
025623012,JJ,1006192,MONOCINQUE 40*30 CPR 40 MG,0,0,"38,5",0,205012310,,10,20110101,00004740,
024829057,JJ,1006610,ZETAMICIN*200 IM IV 1 F 2 ML  **,0,0,"33,35",0,205012310,,10,20061001,00006330,
024829044,JJ,1006620,"ZETAMICIN*150 IM IV 1 F 1,5ML **",0,0,"33,35",0,205012310,,10,20061001,00004950,
022019032,JJ,1010308,TRANEX*OS IM IV 6F 5ML 500MG,0,0,"33,35",0,205012310,,10,20061001,00006590,
022019020,JJ,1010311,TRANEX*30 CPS 500 MG          **,0,0,"33,35",0,205012310,,10,20061001,00008840,
022019018,JJ,1010313,TRANEX*30 CPS 250 MG          **,0,0,"33,35",0,205012310,,10,20060715,00004930,
025767017,JJ,1010422,ACEDIUR*12CPR 50MG+25MG,0,0,"33,35",0,205012310,,10,20070128,00003090,
027329010,JJ,1022220,FORMISTIN*20 CPR 10 MG,0,0,"33,35",0,205012310,,10,20100421,00004850,
025859036,JJ,1022243,STARCEF*IM 1 FL 1 G+1 F  3ML,0,0,"33,35",0,205012310,,10,20110429,00004630,
025859024,JJ,1022244,STARCEF*IM 1 FL 500 MG+1F,0,0,"33,35",0,205012310,,10,20100630,00002210,
027225034,JJ,1022251,QUINAZIL 20*14 CPR 20 MG,0,0,"33,35",0,205012310,,10,20110429,00003210,
027225010,JJ,1022295,QUINAZIL 5*28 CPR 5 MG,0,0,"33,35",0,205012310,,10,20230718,00003710,
027076013,JJ,1022364,FRISTAMIN*20 CPR 10 MG,0,0,"33,35",0,205012310,,10,20090607,00005270,
025767029,JJ,1022618,ACEDIUR*12CPR 50MG+15MG MITE,0,0,"33,35",0,205012310,,10,20061001,00007760,
024350023,JJ,1024350,SPASMOMEN SOMATICO-40*30 CPR,0,0,34,0,205012310,,10,20250102,00011900,
024829069,JJ,1024829,ZETAMICIN*300 IM IV 1 F 3 ML  **,0,0,"33,35",0,205012310,,10,20061001,00009410,
025623048,JJ,1025623,MONOCINQUE*30CPS 80MG R.P.,0,0,"33,35",0,205012310,,10,20061001,00017240,
027002029,JJ,1027002,ORAXIM*12 CPR RIV. 250 MG,0,0,"33,35",0,205012310,,10,20090610,00008920,
027172030,JJ,1027172,OBIMAL*30CPR RIV 40MG,0,0,36,0,205012310,,10,20250102,00012900,
027256027,JJ,1027256,OBISPAX*30CPR RIV 40MG+2MG,0,0,36,0,205012310,,10,20250102,00011900,
027309018,JJ,1027309,PRAVASELECT 20*10 CPR 20 MG,0,0,"33,35",0,205012310,,10,20090927,00003350,
027329022,JJ,1027329,FORMISTIN*OS GTT 20 ML 1%,0,0,"33,35",0,205012310,,10,20090607,00006490,
026046019,JJ,1040093,DEFLAN 6*10 CPR 6 MG,0,0,32,0,205012310,,10,20250102,00008250,
026046021,JJ,1040094,DEFLAN 30*10 CPR 30 MG,0,0,"34,49",0,205012310,,10,20250102,00024500,
024519023,JJ,1991662,"GUTRON*GTT OS 30 ML 0,25%",0,0,34,0,205012310,,10,20250201,00011000,
024519011,JJ,1991682,"GUTRON*30 CPR DIV. 2,5 MG",0,0,34,0,205012310,,10,20250201,00010900,
022592012,JJ,1991721,GLIBORAL*30 CPR  5 MG         **,0,0,"33,35",0,205012310,,10,20020616,00002940,
024080020,JJ,1991936,GLURENOR*40 CPR 30 MG         **,0,0,"33,35",0,205012310,,10,20061001,00004980,
019449014,JJ,1992395,METFORAL*50 CPR RIV. 500 MG,0,0,"33,35",0,205012310,,10,20091116,00003640,
023598016,JJ,1993369,RILATEN*CONFETTI 10 MG,0,0,34,0,205012310,,10,20250102,00010300,
024829018,JJ,1993431,"ZETAMICIN* 15 IM IV 1F 1,5ML",0,0,33,0,205012310,,10,20250102,00002500,
027134105,JJ,9896673,CEFIXORAL*GRAN C/SIRINGA 100MG,0,0,"33,35",0,205012310,,10,20121122,00013600,
034789091,JJ,9896906,ZOPRANOL 30MG 28CPR,0,0,"33,35",0,205012310,,10,20151015,00010890,
034408094,JJ,9896907,BIFRIL*28 CPR RIV. 30 MG,0,0,"33,35",0,205012310,,10,20151015,00010890,
034934113,JJ,9896908,ZANTIPRES 28CPR 30MG,0,0,"33,35",0,205012310,,10,20151015,00010890,
034463048,JJ,9899811,ALIFLUS DISKUS 50/100,0,0,"33,35",0,205012310,,10,20211021,00024310,
034154029,JJ,9900321,OPTRUMA 28 CPS,0,0,"33,35",0,205012310,,10,20140130,00018610,
027530144,JJ,9901012,MACLADIN RM*7 CPR RIV. 500MG,0,0,"33,35",0,205012310,,10,20140116,00007980,
027529130,JJ,9901047,VECLAM RM*7 CPR RIV. 500 MG,0,0,"33,35",0,205012310,,10,20120522,00009880,
034463101,JJ,9901422,ALIFLUS INALA 25/50MCG 120D,0,0,"33,35",0,205012310,,10,20180927,00032340,
034463113,JJ,9901433,ALIFLUS INAL  25/125MCG 120D  **,0,0,"33,35",0,205012310,,10,20190307,00038500,
034463125,JJ,9901434,ALIFLUS INAL 25/250MCG 120D   **,0,0,"33,35",0,205012310,,10,20190307,00050500,
033858022,JJ,9901902,BALZIDE 112 CPS 750MG         **,0,0,"33,35",0,205012310,,10,20061001,00047680,
027134081,JJ,9902855,CEFIXORAL 400 MG 5 CPR DISP.,0,0,"33,35",0,205012310,,10,20110925,00011970,
027152077,JJ,9902882,UNIXIME 5 CPR 400 MG DISPERS,0,0,"33,35",0,205012310,,10,20110925,00011970,
035367263,JJ,9905134,LUCEN 14 CPR 20 MG,0,0,"33,35",0,205012310,,10,20110408,00007080,
035367414,JJ,9905135,LUCEN 14 CPR 40 MG,0,0,"33,35",0,205012310,,10,20110408,00008890,
026129041,JJ,9908704,GLIBOMET 60CPR RIV 400MG+5MG  **,0,0,"33,35",0,205012310,,10,20061001,00005460,
033006026,JJ,9915564,TOTALIP 10*30CPR 10MG,0,0,"33,35",0,205012310,,10,20121122,00006360,
033006040,JJ,9915565,TOTALIP 20*30CPR 20MG,0,0,"33,35",0,205012310,,10,20121122,00010510,
033006065,JJ,9915608,TOTALIP 40*30CPR 40MG,0,0,"33,35",0,205012310,,10,20121122,00012530,
035722014,JJ,9915710,ZECOVIR*7CPR 125MG,0,0,"33,35",0,205012310,,10,20210429,00060120,
035720010,JJ,9915712,BRIVIRAC*7CPR 125MG,0,0,"33,35",0,205012310,,10,20210429,00060120,
034134041,JJ,9917874,"COMBISARTAN*28CPR 160MG/12,5MG",0,0,"33,35",0,205012310,,10,20151015,00008150,
035674023,JJ,9918442,"RILAMIG*2CPR RIV 2,5MG",0,0,"33,35",0,205012310,,10,20151224,00008230,
035674035,JJ,9918443,"RILAMIG*6CPR RIV 2,5MG",0,0,"33,35",0,205012310,,10,20151224,00019690,
035673021,JJ,9918444,"AURADOL*2CPR RIV 2,5MG",0,0,"33,35",0,205012310,,10,20151222,00008230,
035673033,JJ,9918445,"AURADOL*6CPR RIV 2,5MG",0,0,"33,35",0,205012310,,10,20151222,00019690,
036026019,JJ,9920395,OLPRESS*28CPR RIV 10MG,0,0,"33,35",0,205012310,,10,20170321,00007830,
036026060,JJ,9920396,OLPRESS*28CPR RIV 20MG,0,0,"33,35",0,205012310,,10,20170321,00010170,
036026110,JJ,9920397,OLPRESS*28CPR RIV 40MG,0,0,"33,35",0,205012310,,10,20170321,00010170,
036025017,JJ,9920398,PLAUNAC*28CPR RIV 10MG,0,0,"33,35",0,205012310,,10,20170321,00007830,
036025068,JJ,9920399,PLAUNAC*28CPR RIV 20MG,0,0,"33,35",0,205012310,,10,20170321,00010170,
036025118,JJ,9920400,PLAUNAC*28CPR RIV 40MG,0,0,"33,35",0,205012310,,10,20170321,00010170,
034134116,JJ,9924047,COMBISARTAN*28CPR 160MG/25MG,0,0,"33,35",0,205012310,,10,20151015,00008150,
036702025,JJ,9928446,"ZOPRAZIDE*28CPR RIV 30MG+12,5M",0,0,"33,35",0,205012310,,10,20160319,00012410,
036824023,JJ,9928447,"ZANTIPRIDE*28CPR RIV 30MG+12,5",0,0,"33,35",0,205012310,,10,20160319,00012410,
036823021,JJ,9928448,"BIFRIZIDE*28CPR RIV 30MG+12,5M",0,0,"33,35",0,205012310,,10,20160319,00012410,
037062039,JJ,9929840,METFORALMILLE*60CPR RIV 1000MG,0,0,"38,5",0,205012310,,10,20110101,00005490,
032117160,JJ,9930334,SOLOSA*30CPR 3MG,0,0,"33,35",0,205012310,,10,20100630,00003920,
032117222,JJ,9930335,SOLOSA*30CPR 4MG,0,0,"33,35",0,205012310,,10,20100630,00003920,
034934012,JJ,9931357,"ZANTIPRES*12CPR RIV 7,5MG     **",0,0,"33,35",0,205012310,,10,20020616,00004290,
034408017,JJ,9931358,"BIFRIL*12CPR RIV 7,5MG        **",0,0,"33,35",0,205012310,,10,20020616,00004290,
034789014,JJ,9931359,"ZOPRANOL*12CPR RIV 7,5MG      **",0,0,"33,35",0,205012310,,10,20020616,00004290,
037108139,JJ,9932091,PLAUNAZIDE*28CPR RIV 20MG/25MG,0,0,"33,35",0,205012310,,10,20170321,00009830,
037108026,JJ,9932092,"PLAUNAZIDE*28CPR RIV 20MG/12,5",0,0,"33,35",0,205012310,,10,20170321,00009830,
037109028,JJ,9932093,"OLPREZIDE*28CPR RIV 20MG/12,5M",0,0,"33,35",0,205012310,,10,20170321,00009830,
037109131,JJ,9932094,OLPREZIDE*28CPR RIV 20MG/25MG,0,0,"33,35",0,205012310,,10,20170321,00009830,
033119138,JJ,9933249,VALPRESSION*14CPR RIV 40MG,0,0,"33,35",0,205012310,,10,20121122,00003900,
016805107,JJ,9934234,SERENASE*OS GTT 15ML 10MG/ML,0,0,"33,35",0,205012310,,10,20061129,00003450,
016805044,JJ,9935407,SERENASE*20CPR 5MG,0,0,"33,35",0,205012310,,10,20020616,00003310,
033006305,JJ,9952213,TOTALIP*30CPR RIV 80MG PVC AL,0,0,"33,35",0,205012310,,10,20120315,00015920,
028855068,JJ,9956425,SUPRACEF*5CPR DISP 400MG,0,0,"33,35",0,205012310,,10,20110925,00011970,
033119292,JJ,9960367,VALPRESSION*28CPR RIV 320MG,0,0,"33,35",0,205012310,,10,20151015,00012000,
039041013,JJ,9960715,PRILIGY*3CPR RIV 30MG,0,0,34,0,205012310,,10,20150101,00025000,
039041037,JJ,9960716,PRILIGY*3CPR RIV 60MG,0,0,34,0,205012310,,10,20150101,00033000,
034134181,JJ,9964877,"COMBISARTAN*28CPR 320MG/12,5MG",0,0,"33,35",0,205012310,,10,20151015,00011000,
028855056,JJ,9965785,SUPRACEF*GRATxSOSP 100MG/5ML+S,0,0,"33,35",0,205012310,,10,20121122,00010070,
034134268,JJ,9966000,COMBISARTAN*28CPR 320MG/25MG,0,0,"33,35",0,205012310,,10,20151015,00011000,
039181033,JJ,9967506,"LOBIDIUR*28CPR RIV 5MG+12,5MG",0,0,"33,35",0,205012310,,10,20170810,00008180,
039181096,JJ,9967507,LOBIDIUR*28CPR RIV 5MG+25MG,0,0,"33,35",0,205012310,,10,20170810,00008180,
039182035,JJ,9967584,"NOBIZIDE*28CPR RIV 5MG/12,5MG",0,0,"33,35",0,205012310,,10,20190915,00008180,
039182098,JJ,9967585,NOBIZIDE*28CPR RIV 5MG/25MG,0,0,"33,35",0,205012310,,10,20190915,00008180,
038917011,JJ,9967668,RANEXA*60CPR 375MG R.P.,0,0,"33,35",0,205012310,,10,20240316,00020100,
035367554,JJ,9967724,LUCEN*OS GRATxSOSP 28BUST 10MG,0,0,"33,35",0,205012310,,10,20090417,00018420,
038917035,JJ,9967908,RANEXA*60CPR 500MG R.P.,0,0,"33,35",0,205012310,,10,20240316,00020100,
038917050,JJ,9967964,RANEXA*60CPR 750MG R.P.,0,0,"33,35",0,205012310,,10,20240316,00020100,
039538018,JJ,9973372,ADENURIC*28CPR RIV 80MG,0,0,"33,35",0,205012310,,10,20190518,00019470,
039538032,JJ,9973373,ADENURIC*28CPR RIV 120MG,0,0,"33,35",0,205012310,,10,20190518,00019470,
038947026,JJ,9978925,BIVIS*28CPR RIV 20MG+5MG,0,0,"33,35",0,205012310,,10,20180920,00011630,
038947139,JJ,9978926,BIVIS*28CPR RIV 40MG+5MG,0,0,"33,35",0,205012310,,10,20180920,00011630,
038947242,JJ,9978927,BIVIS*28CPR RIV 40MG+10MG,0,0,"33,35",0,205012310,,10,20180920,00012500,
038946012,JJ,9978928,GIANT*28CPR RIV 20MG+5MG,0,0,"33,35",0,205012310,,10,20180920,00011630,
038946075,JJ,9978929,GIANT*28CPR RIV 40MG+5MG,0,0,"33,35",0,205012310,,10,20180920,00011630,
038946137,JJ,9978930,GIANT*28CPR RIV 40MG+10MG,0,0,"33,35",0,205012310,,10,20180920,00012500,
037108368,JJ,9984585,PLAUNAZIDE*28CPR RIV 40MG+25MG,0,0,"33,35",0,205012310,,10,20170321,00009830,
037108242,JJ,9984586,"PLAUNAZIDE*28CPR RIV 40+12,5MG",0,0,"33,35",0,205012310,,10,20170321,00009830,
037109360,JJ,9984587,OLPREZIDE*28CPR RIV 40MG/25MG,0,0,"33,35",0,205012310,,10,20170321,00009830,
037109244,JJ,9984588,"OLPREZIDE*28CPR RIV 40MG/12,5M",0,0,"33,35",0,205012310,,10,20170321,00009830,
041406012,JJ,9985519,"MENADERM SIMPLEX*CR 30G 0,025%",0,0,38,0,205012310,,10,20250325,00006900,
931642122,JJ,9986089,KALEIDON PROBIOTIC GOCCE 5ML,0,0,37,0,205012310,,10,20240101,00020240,
931642033,JJ,9986893,KALEIDON PROBIOTIC 60 12BUST,0,0,37,0,205012310,,10,20250101,00017900,
931642173,JJ,9986894,KALEIDON PROBIOTIC 60 20CPS,0,0,37,0,205012310,,10,20240101,00021890,
041406036,JJ,9988762,"MENADERM SIMPLEX*LOZ 30G 0,025",0,0,38,0,205012310,,10,20250325,00006900,
041045028,JJ,9990503,ROBILAS*20CPR 20MG,0,0,34,0,205012310,,10,20250217,00011200,
040854022,JJ,9990517,AYRINAL*20CPR 20MG,0,0,"36,5",0,205012310,,10,20250217,00011200,
040273029,JJ,9992113,ITALEPT*30CPR RIV 1000MG,0,0,"38,5",0,205012310,,10,20120720,00036160,
040273017,JJ,9992115,ITALEPT*60CPR RIV 500MG,0,0,"38,5",0,205012310,,10,20120720,00037670,
039041025,JJ,9993084,PRILIGY*6CPR RIV 30MG,0,0,34,0,205012310,,10,20150101,00045000,
039041049,JJ,9993085,PRILIGY*6CPR RIV 60MG,0,0,34,0,205012310,,10,20150101,00059000,
039180031,JJ,9995157,"ALONEB*28CPR RIV 5MG/12,5MG",0,0,"33,35",0,205012310,,10,20170810,00008180,
039180094,JJ,9995158,ALONEB*28CPR RIV 5MG/25MG,0,0,"33,35",0,205012310,,10,20170810,00008180,
042470029,JJ,9996637,BRETARIS GENUAIR*INAL 60 DOSI,0,0,"33,35",0,205012310,,10,20260101,00043100,
027747029,JJ,0000138,FOSIPRES 20*14 CPR 20 MG,0,0,"33,35",0,205012310,,10,20090701,00005230,
026129015,JJ,0000455,GLIBOMET*40 CPR DIV.          **,0,0,"33,35",0,205012310,,10,20020616,00004340,
027134030,JJ,0000669,CEFIXORAL*5 CPR RIV. 400 MG,0,0,"33,35",0,205012310,,10,20110925,00011970,
028061024,JJ,0001152,AMBROMUCIL*AD 30 BUSTE 100MG,0,0,34,0,205012310,,10,20170211,00012800,
028061048,JJ,0001153,AMBROMUCIL*SCIR. 200 ML 1%,0,0,33,0,205012310,,10,20250102,00011900,
027002031,JJ,0001294,ORAXIM* 6 CPR RIV. 500 MG,0,0,"33,35",0,205012310,,10,20090610,00007160,
027152038,JJ,0001951,UNIXIME*5 CPR 400 MG,0,0,"33,35",0,205012310,,10,20110925,00011970,
027152091,JJ,0001952,UNIXIME*OS GRAT. 100 MG/5 ML,0,0,"33,35",0,205012310,,10,20121122,00013600,
027776018,JJ,0002393,PRASTEROL*10 CPR 20 MG,0,0,"33,35",0,205012310,,10,20090927,00003350,
027786021,JJ,0002437,APLACTIN*10 CPR 20 MG,0,0,"33,35",0,205012310,,10,20110429,00002000,
028331015,JJ,0006247,QUINAZIDE*14 CPR 20 MG,0,0,"33,35",0,205012310,,10,20110429,00004720,
028262018,JJ,0006287,DIURESIX*14 CPR DIV 10 MG,0,0,"33,35",0,205012310,,10,20061001,00002530,
028262020,JJ,0006288,DIURESIX*IV 5 F 10 MG 2ML     **,0,0,"33,35",0,205012310,,10,20020616,00003310,
028651026,JJ,0007215,TERAPROST*14 CPR DIV. 5 MG,0,0,"33,35",0,205012310,,10,20100630,00004660,
028651014,JJ,0007216,TERAPROST S*10 CPR DIV. 2 MG,0,0,"33,35",0,205012310,,10,20090610,00002490,
028721049,JJ,0012006,DIUREMID*14 CPR 10 MG,0,0,"33,35",0,205012310,,10,20061001,00002530,
026046033,JJ,0012193,DEFLAN*OS GTT 13 ML,0,0,32,0,205012310,,10,20250102,00022250,
025959026,JJ,0012297,FLUOXEREN*SOL.60ML 20MG/5ML,0,0,"33,35",0,205012310,,10,20090610,00009060,
029020017,JJ,0013526,"FOSICOMBI*14 CPR 20MG/12,5MG",0,0,"33,35",0,205012310,,10,20110429,00005720,
028652016,JJ,0013669,UNOPROST S*10 CPR DIV. 2 MG,0,0,"33,35",0,205012310,,10,20090610,00002490,
028652028,JJ,0013670,UNOPROST*14 CPR DIV. 5 MG,0,0,"33,35",0,205012310,,10,20100630,00004660,
029007059,JJ,0015007,NIMESULENE*30 BUSTE 100 MG,0,0,"33,35",0,205012310,,10,20110101,00004070,
028675104,JJ,0016300,FLUSPIRAL*AEROS. 120D  50MCG  **,0,0,"33,35",0,205012310,,10,20061001,00015570,
027530056,JJ,0017649,MACLADIN*12 CPR 250 MG,0,0,"33,35",0,205012310,,10,20080504,00005660,
019449038,JJ,0017754,METFORAL 850*30CPR RIV.850MG,0,0,"33,35",0,205012310,,10,20091116,00003770,
027530068,JJ,0017775,MACLADIN 125*BB OS GRAN. 25MG/,0,0,"33,35",0,205012310,,10,20080229,00008920,
027529054,JJ,0019756,VECLAM*12 CPR 250 MG,0,0,"33,35",0,205012310,,10,20080504,00005660,
027529041,JJ,0019757,VECLAM 125*BB OS SOSP. 100 ML,0,0,"33,35",0,205012310,,10,20080229,00008920,
025623051,JJ,0020258,MONOCINQUE 20*50 CPR 20 MG,0,0,"38,5",0,205012310,,10,20110101,00004070,
042876058,JJ,0021646,SPEDRA*4CPR 100MG,0,0,46,0,205012310,,10,20250102,00026300,
042876084,JJ,0021660,SPEDRA*4CPR 200MG,0,0,46,0,205012310,,10,20250102,00042300,
042876019,JJ,0021661,SPEDRA*4CPR 50MG,0,0,46,0,205012310,,10,20250102,00021200,
033006014,JJ,0024592,TOTALIP 10*10 CPR 10 MG,0,0,"33,35",0,205012310,,10,20120515,00003140,
027892138,JJ,0031273,SALMETEDUR*AER.120DOSI 25MCG  **,0,0,"33,35",0,205012310,,10,20061001,00032700,
027892126,JJ,0031274,SALMETEDUR DISKUS*POLV. 60 D,0,0,"33,35",0,205012310,,10,20151009,00032700,
035780030,JJ,0032550,NOBISTAR*28CPR DIV 5MG,0,0,"33,35",0,205012310,,10,20140513,00006100,
033119013,JJ,0038974,VALPRESSION 80*28 CPS 80 MG,0,0,"33,35",0,205012310,,10,20121122,00007100,
028675179,JJ,0038980,FLUSPIRAL*AEROS. 120D 125MCG,0,0,"33,35",0,205012310,,10,20210722,00021890,
028675181,JJ,0038981,FLUSPIRAL*250 AEROSOL 120 D,0,0,"33,35",0,205012310,,10,20210722,00038680,
026689051,JJ,0041460,CROMATONFERRO*30 CPR EFF. 80MG,0,0,39,0,205012310,,10,20110101,00008760,
028675282,JJ,0042885,FLUSPIRAL DISKUS*60D 500 MCG  **,0,0,"33,35",0,205012310,,10,20061001,00052150,
027831039,JJ,0042961,LACIREX*28CPR RIV DIV 4MG,0,0,"33,35",0,205012310,,10,20110923,00010120,
027747017,JJ,0043881,FOSIPRES 10*28 CPR 10 MG      **,0,0,"33,35",0,205012310,,10,20061001,00010520,
048969012,DG,0233894,BRIVUDINA DOC*7CPR 125MG,0,0,"38,35",0,205012310,,10,20220928,00049120,
049310030,DG,0233303,"PER.AM.IND CPR 8MG+2,5MG+5MG DOC",0,0,"38,35",0,205012310,,10,20210912,00006760,
049310042,DG,0233304,"PER.AM.IND CPR 8MG+2,5MG+10MGDOC",0,0,"38,35",0,205012310,,10,20210912,00007490,
046679027,DG,0227777,METILPREDNISOLONE DOC*16MG,0,0,"38,35",0,205012310,,10,20210512,00004970,
038415028,DG,0188026,FINASTERIDE DOC*30CPR RIV 5MG,0,0,"38,35",0,205012310,,10,20211103,00012120,
035386059,DG,9929678,MESALAZINA DOC*20SUPP 500MG,0,0,"38,35",0,205012310,,10,20221111,00012150,
048166019,DG,0233895,BACLOFENE DOC*50CPR 25MG,0,0,"38,35",0,205012310,,10,20211003,00009090,
037683240,DG,0191501,PRAVASTATINA DOC*28CPR 40MG,0,0,"38,35",0,205012310,,10,20200828,00009720,
039233034,DG,9965448,LERCANIDIPINA DOC G*28CPR 10MG,0,0,"38,35",0,205012310,,10,20110421,00005630,
039233046,DG,9965449,LERCANIDIPINA DOC G*28CPR 20MG,0,0,"38,35",0,205012310,,10,20110421,00009120,
039254014,DG,9965791,"LOSARTAN DOC G.*21CPR RIV12,5M",0,0,"38,35",0,205012310,,10,20151015,00004700,
039254103,DG,9965792,LOSARTAN DOC G.*28CPR RIV 50MG,0,0,"38,35",0,205012310,,10,20151015,00008250,
039643022,DG,9967603,CLOPIDOGREL DOC G*28CPR RIV75M,0,0,"38,35",0,205012310,,10,20190531,00012350,
039505021,DG,9968218,"INDAPAMIDE DOC G*30CPR 1,5MG R",0,0,"38,35",0,205012310,,10,20110421,00005390,
038566042,DG,9969394,NEBIVOLOLO DOC*28CPR 5MG,0,0,"38,35",0,205012310,,10,20110421,00006100,
039679055,DG,9972114,LEVOCETIRIZINA DOC G*20CPR 5MG,0,0,"38,35",0,205012310,,10,20111215,00003630,
039714062,DG,9972760,"FOSINOPRIL ID.DOC*14CPR20+12,5",0,0,"38,35",0,205012310,,10,20151009,00003750,
039793017,DG,9975633,ANASTROZOLO DOC G*28CPR RIV1MG,0,0,"38,35",0,205012310,,10,20121121,00035800,
040201067,DG,9975776,ESOMEPRAZOLO DOC*14CPS 40MG,0,0,"38,35",0,205012310,,10,20170915,00007640,
040189019,DG,9976389,DORZONORM*COLL FL 5ML,0,0,"38,35",0,205012310,,10,20121019,00005600,
036942011,DG,9977024,NITROGLICERINA D*15CER 5MG/24H,0,0,"38,35",0,205012310,,10,20110402,00006080,
036942023,DG,9977025,NITROGLICERINA D*15CER 10MG/24,0,0,"38,35",0,205012310,,10,20110402,00006860,
036942035,DG,9977026,NITROGLICERINA D*15CER 15MG/24,0,0,"38,35",0,205012310,,10,20110402,00009630,
040116016,DG,9977281,RISEDRONATO DOC*4CPR RIV 35MG,0,0,"38,35",0,205012310,,10,20151015,00010980,
039856024,DG,9977283,MANIDIPINA PHARMAC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20120318,00011330,
039751021,DG,9977686,MANIDIPINA DOC*28CPR 20MG,0,0,"38,35",0,205012310,,10,20170212,00011330,
039769017,DG,9978007,"REPAGLINIDE DOC G*90CPR 0,5MG",0,0,"38,35",0,205012310,,10,20111118,00007800,
039769029,DG,9978008,REPAGLINIDE DOC G*90CPR 1MG,0,0,"38,35",0,205012310,,10,20111118,00007800,
039769031,DG,9978009,REPAGLINIDE DOC G*90CPR 2MG,0,0,"38,35",0,205012310,,10,20111118,00007800,
039850019,DG,9978472,EXEMESTANE DOCG*30CPR RIV 25MG,0,0,"38,35",0,205012310,,10,20111125,00064800,
039900016,DG,9978732,"LETROZOLO DOC*30CPR RIV 2,5MG",0,0,"38,35",0,205012310,,10,20110713,00066060,
040815019,DG,9979163,DORZ.TIM.DOC G.*COLL 1FL 5ML,0,0,"38,35",0,205012310,,10,20120311,00007000,
039987019,DG,9979491,OLANZAPINA DOC*28CPR ORO 5MG,0,0,"38,35",0,205012310,,10,20151029,00019500,
039949019,DG,9979492,"OLANZAPINA DOC G*28CPR 2,5MG",0,0,"38,35",0,205012310,,10,20151029,00009900,
039949021,DG,9979493,OLANZAPINA DOC G*28CPR 5MG,0,0,"38,35",0,205012310,,10,20151029,00019500,
039949045,DG,9979494,OLANZAPINA DOC G*28CPR 10MG,0,0,"38,35",0,205012310,,10,20151029,00033500,
039987033,DG,9979495,OLANZAPINA DOC*28CPR ORO 10MG,0,0,"38,35",0,205012310,,10,20151029,00033500,
039815028,DG,9980264,VALSARTAN DOC G*14CPR RIV 40MG,0,0,"38,35",0,205012310,,10,20121121,00002400,
039815156,DG,9980265,VALSARTAN DOC G*28CPR RIV 80MG,0,0,"38,35",0,205012310,,10,20121121,00005600,
039815271,DG,9980266,VALSARTAN DOC G*28CPR RIV 160,0,0,"38,35",0,205012310,,10,20121121,00007200,
040043022,DG,9980403,LEVOFLOXACINA DOC 5CPR 500MG,0,0,"38,35",0,205012310,,10,20120906,00006250,
039412010,DG,9980413,KETOPROFENE S.LIS.DOC*30BS80MG,0,0,"38,35",0,205012310,,10,20121116,00002840,
041105014,DG,9980728,"VALSARTAN ID.DG*28CPR80+12,5MG",0,0,"38,35",0,205012310,,10,20151015,00004950,
041105026,DG,9980729,"VALSARTAN ID.DG*28CPR 160+12,5",0,0,"38,35",0,205012310,,10,20151015,00006150,
041105038,DG,9980730,VALSARTAN ID.DG*28CPR 160+25MG,0,0,"38,35",0,205012310,,10,20151015,00006150,
041105040,DG,9980731,"VALSARTAN ID.DG*28CPR 320+12,5",0,0,"38,35",0,205012310,,10,20151015,00009000,
041105053,DG,9980732,VALSARTAN ID.DG*28CPR 320+25MG,0,0,"38,35",0,205012310,,10,20151015,00009000,
